Ensemble,aq_sp_yield_min,fff,hksat_sf,liq_canopy_storage_scalar,sucsat_sf,watsat_sf,zbedrock_sf,wc2wjb0,jmaxb0,cv,d_max,frac_sat_soil_dsl_init,act25,n_baseflow,nstem,leafcn,stem_leaf,froot_leaf,FUN_fracfixers,slatop,krmax,dleaf,medlynintercept,medlynslope,kmax,psi50,rootprof_beta,baseflow_scalar,maximum_leaf_wetted_fraction,jmaxb1
LHC0072,0.017582423,2.908706344,3.69566567,0.366473826,6.55931507,0.956448192,0.963268532,0.894731534,0.019330128,0.018379457,18.08675011,0.849085225,43.45056072,1.12564352,0.275111154,69.76748964,1.885454241,1.709006299,0.854743862,0.073297821,7.52E-11,0.000622593,39240.12927,2.973313399,1.20E-08,-746176.0887,0.933373793,0.092163116,0.152153882,0.076393458
LHC0073,0.01664163,3.544500819,8.670255605,1.554610186,0.553400197,0.900652925,0.982330153,0.934956248,0.019772864,0.014494144,19.33012262,0.798724262,96.49269348,1.658402798,0.123440626,59.04602994,2.354695698,1.548350288,0.928518863,0.074976904,1.80E-10,0.000341628,45967.06772,2.148674189,3.21E-08,-374972.6381,0.947684145,0.045294489,0.249499219,0.061599601
LHC0074,0.015510841,1.548864122,4.157738546,0.308426743,2.67412188,0.813847418,0.983716593,1.184513847,0.018360227,0.013240946,46.44253707,0.922096198,114.7493266,1.276284594,0.218534632,58.89506737,2.616872421,1.654045684,0.46223028,0.037992742,1.04E-10,0.000857972,43246.24702,2.69265125,4.30E-09,-540962.1569,0.96186176,0.055142247,0.474138355,0.077057936
LHC0075,0.016190431,0.517429623,8.502145695,1.53277912,9.143634412,0.836014014,1.107481859,1.178840871,0.019078203,0.008604653,38.43282102,0.806267336,64.4994265,1.563079323,0.498935715,47.35528992,2.319579965,1.675293879,0.741884369,0.040541564,2.14E-10,0.000298626,10377.70515,2.517021693,3.32E-08,-643040.8414,0.922257604,0.070612933,0.229201519,0.117906626
LHC0076,0.014516726,0.205951214,5.752799268,1.278927709,9.923169619,0.829653908,1.175931493,1.388228495,0.010986613,0.011359223,24.25670154,0.955841261,105.1548712,1.573878264,0.492854462,66.22150493,2.680433388,1.549839759,0.224351419,0.096677182,1.60E-10,0.000987636,4743.21176,1.636135482,9.42E-09,-700001.9944,0.970141033,0.046621978,0.060321653,0.136719182
LHC0077,0.010051578,1.536172151,8.239032286,0.367085893,3.967068119,1.05001596,1.079384936,1.324651407,0.010443849,0.011157368,53.2368794,0.711637771,97.54063859,1.542687679,0.176434292,49.58758167,2.064338952,1.603292795,0.815697509,0.110128969,1.72E-10,0.000893599,11075.70789,3.673301767,6.92E-09,-386435.8128,0.917490504,0.043125012,0.376258782,0.141762858
LHC0078,0.014202469,0.955906686,2.617719256,0.894875019,5.934081431,0.964134006,0.818091891,0.708146236,0.016338448,0.016653481,49.63210428,0.755026029,41.50297887,1.22708086,0.351123124,74.29131126,2.63880661,1.65784668,0.942677845,0.011323399,6.08E-11,0.000444151,45807.90154,2.25544369,1.37E-08,-320490.3218,0.93910027,0.00406925,0.484520016,0.111379899
LHC0079,0.010298826,0.907500066,0.564916315,0.548779876,9.117357779,0.963631874,0.86712863,1.280542357,0.017805204,0.014067728,55.76204118,0.648669489,60.61816778,1.684438575,0.169096746,60.29400172,2.660337074,1.254743877,0.299680888,0.092692992,2.15E-10,0.0006571,47490.88307,3.398872826,3.78E-08,-621136.4336,0.960734211,0.096505428,0.13099302,0.187918978
LHC0080,0.014170748,4.991744264,4.760779222,0.751854286,4.408450999,1.147260548,0.976555312,0.713293516,0.019435335,0.009149184,27.28199161,0.605918977,93.85210173,1.766631685,0.104328996,74.69961708,2.444760691,1.32013459,0.459244562,0.055104938,1.98E-10,0.000637272,39857.26795,1.68562218,7.35E-09,-300488.0399,0.909003224,0.005687651,0.19978383,0.087683683
LHC0081,0.011589734,1.292075818,9.380722244,0.655693687,1.071449723,1.189278642,0.837692788,1.103438127,0.019966072,0.011842056,26.6947696,0.898097057,117.3572882,1.043801783,0.243400111,45.53468632,2.516438892,1.388570274,0.30552175,0.026167213,1.25E-10,0.00045982,47163.73213,2.569854593,2.92E-08,-742572.3064,0.934488262,0.050640689,0.085966854,0.069786486
LHC0082,0.014138727,1.099153103,0.45633701,0.235492035,3.525002855,0.985466987,0.846743675,1.35178407,0.011033101,0.012746506,50.30985269,0.961674715,67.40458487,1.808995674,0.072188332,74.55804094,2.309399749,1.701626052,0.287383055,0.047239596,1.14E-10,0.000825137,42058.80459,3.394645231,4.10E-09,-666677.4989,0.91235292,0.085878893,0.20578775,0.23959996
LHC0083,0.015155124,3.192608423,1.250433347,0.801039064,2.077782141,1.134531081,0.816466126,0.600249434,0.013007729,0.015194476,23.20679307,0.566137302,54.21799363,1.752053512,0.266314233,71.40354225,1.87120399,1.530438871,0.420057429,0.097640994,1.25E-10,0.000647949,42388.0557,3.776257754,3.59E-08,-504180.4194,0.9250519,0.06597762,0.385241679,0.131935354
LHC0084,0.016426486,4.277982069,3.581898323,1.543658009,1.590937484,1.17828165,1.010650757,0.900421321,0.016772571,0.005392495,16.56523881,0.759899727,82.26372232,1.5839781,0.094020357,45.92805331,1.913509742,1.337240752,0.492638219,0.040028751,1.26E-10,0.001057345,42620.48178,3.00835018,3.18E-08,-365147.7291,0.948339418,0.054392744,0.330075703,0.162233642
LHC0085,0.013569296,3.578670575,0.247530701,1.370578616,6.22205364,0.924336795,1.102815801,1.332154624,0.015267468,0.008509872,59.0982183,0.725418838,109.1265609,1.562012278,0.154840413,44.01176792,1.918667181,1.529383449,0.796667935,0.139102517,1.80E-10,0.000304563,28575.6846,2.1787822,1.32E-08,-642273.5994,0.905406414,0.071868739,0.343037763,0.161611733
LHC0086,0.018635596,0.779391045,9.084880138,1.833177514,8.742938752,1.168966632,0.855569328,1.160905368,0.014416479,0.01338884,51.41006243,0.846078611,118.6750367,1.998427168,0.214212387,70.79199927,2.595668721,1.470546616,0.52719903,0.081133153,1.83E-10,0.00078515,47928.7667,2.484971131,2.94E-08,-718042.1853,0.927040904,0.012700406,0.443740494,0.176153219
LHC0087,0.012802963,4.463692739,6.045463553,0.289220351,8.24338805,1.092248308,0.940240926,1.112124983,0.011937139,0.011410691,21.49777983,0.570409139,53.9457793,1.5274347,0.386637043,48.24362746,2.486758324,1.44433044,0.912213749,0.149750467,5.74E-11,0.00057974,30283.53479,1.943657725,9.83E-09,-787514.0086,0.901373245,0.027453463,0.09224382,0.169811176
LHC0088,0.012498932,1.488990119,8.133487252,0.57605436,3.326579736,1.112714806,1.195024641,1.154231286,0.012838568,0.009197171,46.97740257,0.894363918,73.67909592,1.193016528,0.367188425,59.5686708,2.58178921,1.714065217,0.216550232,0.082476062,8.26E-11,0.000394205,705.706506,2.392096263,3.35E-08,-571255.2057,0.954713125,0.072418999,0.319441253,0.097073499
LHC0089,0.010831269,3.691182962,6.327521939,0.470588185,1.175486558,1.095810282,1.061515599,1.469295778,0.017229364,0.016355156,36.7672626,0.841631617,58.05459385,1.217287511,0.453500391,69.94255261,2.165226006,1.734150753,0.697750239,0.141436339,2.30E-10,0.000853227,9303.248318,3.335920313,2.55E-08,-723944.4908,0.889701918,0.084848934,0.440508621,0.054848388
LHC0090,0.010500858,0.153503993,4.267865852,1.32732787,9.870326479,0.876495812,0.817401931,0.772875179,0.019410597,0.01065004,28.70481519,0.917967728,89.01340334,1.240043066,0.191503334,63.31014355,2.194763564,1.541777935,0.375094496,0.142351574,8.12E-11,0.000514448,7046.242224,3.188192516,4.84E-09,-550820.6578,0.944855525,0.060054899,0.322939959,0.231845699
LHC0091,0.015916995,3.90599259,9.22279619,0.604974853,7.321147387,0.999787819,1.136026861,1.296076832,0.016121263,0.009871837,18.95090181,0.659270462,93.31700651,1.826076461,0.099528667,71.34948159,2.258237415,1.682183267,0.66596696,0.055931979,1.10E-10,0.000501887,42683.21486,2.632355166,3.54E-08,-370399.6435,0.905683154,0.016156375,0.447442334,0.2066008
LHC0092,0.01639207,0.588036991,7.85364422,0.518008779,7.550772892,0.861288052,0.987386273,1.235734611,0.015188756,0.009590742,37.70479854,0.832113048,75.91013181,1.902851662,0.392753787,67.6641741,2.597216729,1.506543651,0.237351348,0.14892337,1.52E-10,0.000286831,30909.96434,2.496864153,6.81E-09,-624462.501,0.945086255,0.011610694,0.488378121,0.203090588
LHC0093,0.017949686,3.1403616,7.599789604,0.450574693,3.059430017,0.827439472,0.800392984,0.878394597,0.011654494,0.006860106,29.96086299,0.977087284,101.1944768,1.317854704,0.470248687,45.27052131,2.382673996,1.247658382,0.471604869,0.1221471,2.70E-11,0.000546436,33964.76682,3.973428814,2.03E-08,-775388.6218,0.925700789,0.0642914,0.059629104,0.059298901
LHC0094,0.01092158,1.993515244,4.052568064,1.035580385,0.349267801,1.097188761,0.822313312,0.942631712,0.014749077,0.011648734,43.86151926,0.554817538,48.93271461,1.027800575,0.135360334,67.99985922,2.222396123,1.786258778,0.95180783,0.010838441,3.93E-11,0.000679705,18801.53139,3.797230399,3.41E-08,-317142.8654,0.899433565,0.090358145,0.022723579,0.210886742
LHC0095,0.011676667,1.974193553,2.952640418,1.458930045,7.509418176,0.998246008,1.156060583,0.522842773,0.016435579,0.016595199,36.68519086,0.502100054,78.30741795,1.596063834,0.036938727,43.69360733,2.155791016,1.293969026,0.324920157,0.075206317,5.17E-11,0.000578132,28791.07196,1.863110892,1.45E-08,-659315.5119,0.941388808,0.019752009,0.374526968,0.241075576
LHC0096,0.014087824,2.476102083,4.298511155,1.934031704,2.463117354,1.051850395,1.139179207,1.438832191,0.011688146,0.013863809,36.05320334,0.772898598,49.77501604,1.939652413,0.299075869,48.80146554,2.145054286,1.438432388,0.772888218,0.137026048,1.48E-10,0.00079447,48946.86762,3.651208876,2.40E-08,-322782.2318,0.93123548,0.094730329,0.12296464,0.153527428
LHC0097,0.012307343,2.950625111,7.83281808,1.706929189,0.368654611,1.124360069,0.922460169,1.479205565,0.012966889,0.012086564,55.10131883,0.934218408,52.68932703,1.288696555,0.484285849,73.47079712,2.42451562,1.240437509,0.876143514,0.13024926,1.03E-10,0.000434037,24805.48998,3.315076486,1.47E-08,-396405.633,0.931389684,0.033857242,0.464651893,0.233772704
LHC0098,0.011295285,1.799677208,0.195999664,1.608520208,1.917243441,1.170303145,0.967469588,1.215282769,0.019934419,0.009054031,30.66416651,0.645954794,75.43865139,1.185228219,0.153258098,47.55923392,2.060389937,1.436269121,0.464254483,0.14111395,1.72E-10,0.00061673,34780.6352,3.886136522,9.50E-09,-366396.3875,0.968550033,0.058251662,0.476838825,0.102601936
LHC0099,0.014798241,3.984781859,3.393469442,0.755567853,7.7484435,0.96796801,1.154307034,1.367409043,0.012797796,0.012950037,21.96279505,0.722796874,78.45903966,1.469893444,0.489035526,60.63663581,2.314130134,1.250493817,0.446334674,0.124497576,1.36E-10,0.000765413,11278.58323,3.364419281,1.50E-08,-720153.8453,0.919820457,0.095871427,0.33410702,0.210470292
LHC0100,0.014605201,2.380049812,7.02632827,0.685939062,7.642972041,1.004550748,0.847917269,0.921977666,0.020277541,0.012600309,52.69561843,0.630426235,119.665954,1.11515897,0.308778144,41.26309325,2.661232607,1.400316211,0.804436055,0.108724147,2.39E-10,0.001064726,40305.22777,1.596731924,2.64E-08,-378777.786,0.97009361,0.021088796,0.313071898,0.060481041
LHC0101,0.012080402,3.10546816,3.182680783,1.150331669,4.891659965,1.191273009,0.863700776,1.001541482,0.011099265,0.016171179,24.4903952,0.776013061,68.87391883,1.34693095,0.166194296,58.39267301,2.571171319,1.770612081,0.784867681,0.038493783,4.46E-11,0.000648373,22085.94499,2.474640943,2.61E-08,-433449.4392,0.914366629,0.058143305,0.34876305,0.114069884
LHC0102,0.019223132,3.76693871,2.6442484,1.748842553,8.064160421,0.884071557,1.094743577,0.820824978,0.011079486,0.015050005,42.01266884,0.563955243,94.85772339,1.081145257,0.475945594,69.8641893,2.479213004,1.308106138,0.284003546,0.042696535,7.87E-11,0.000275039,3761.444406,2.083165915,3.61E-08,-764760.3014,0.895349676,0.01812679,0.256268615,0.166170743
LHC0103,0.01926851,1.015746132,7.490996161,0.792523104,5.703911949,0.865493085,0.90120501,0.585728845,0.020133066,0.017182705,10.94077726,0.598252033,86.10602577,1.548473744,0.368511233,61.85173443,2.339915921,1.459647807,0.592931835,0.002787292,1.73E-10,0.000555287,1109.185336,2.264850784,1.24E-08,-318330.1675,0.945876367,0.074980234,0.364783798,0.184614391
LHC0104,0.017549425,0.403366516,1.198175262,0.714882561,5.331115645,1.14805728,1.190685192,1.489127936,0.012460441,0.019791971,33.18374035,0.670748853,59.52417334,1.331797806,0.304363907,44.58369891,2.01236569,1.503705263,0.861594589,0.147202166,4.13E-11,0.00030135,23003.40422,2.999940371,5.07E-09,-461528.6257,0.888580708,0.077296575,0.151023845,0.125395049
LHC0105,0.012337735,3.15982473,0.257278731,0.376652872,3.411743211,0.88897393,1.14204781,1.015519393,0.010080453,0.016029722,41.93839234,0.851111105,110.3899494,1.235611984,0.044089849,42.97094587,2.18470652,1.636237898,0.348096152,0.143968999,2.30E-10,0.00060691,42759.98219,3.604304083,3.38E-09,-551456.9061,0.928823776,0.047893215,0.032067014,0.092344327
LHC0106,0.011814322,3.886496185,1.361671214,1.075015834,3.633410327,1.118361116,1.169935234,1.345081971,0.013891724,0.014262734,28.43206442,0.715165435,115.4518842,1.516494326,0.303521812,56.27216702,2.37120336,1.689258467,0.96626607,0.126638453,1.76E-10,0.000739923,28047.37872,3.853264995,1.10E-08,-727695.1406,0.920392406,0.005046474,0.358894136,0.099760589
LHC0107,0.016004182,2.785835443,8.932034527,1.645437214,5.202092727,0.939377104,1.14704684,0.625141088,0.017741463,0.01692422,54.61532872,0.810175234,41.20291162,1.762545222,0.134093672,70.56011899,2.116514418,1.390008768,0.229042888,0.125798937,1.86E-10,0.000629269,48642.6413,3.723779536,4.14E-09,-453388.1221,0.927279927,0.082470564,0.164950234,0.065834693
LHC0108,0.01770063,2.851494979,8.432746333,1.271508771,4.70690529,0.821329404,1.187129729,0.781718382,0.013622479,0.005713099,50.39447176,0.754440246,116.6832439,1.39020648,0.066199713,40.60087881,2.251517889,1.67058017,0.645742601,0.049920699,8.65E-11,0.000860364,47873.58954,1.926807572,8.37E-09,-664808.0936,0.952357814,0.060541689,0.421204264,0.090388844
LHC0109,0.010440774,2.230429786,2.81984096,0.953978335,5.433353569,0.894037326,1.063649034,1.061592254,0.016371795,0.011269937,32.40574481,0.674230339,44.14742658,1.100468961,0.444349607,43.98659815,2.233440169,1.586782387,0.976173617,0.046299211,1.59E-10,0.000548339,44318.48708,3.124319144,5.36E-09,-467258.6265,0.970745773,0.001554674,0.120866612,0.153222617
LHC0110,0.013603595,0.457835937,5.516372337,1.44746529,0.189963567,1.098926168,1.197888165,0.571565962,0.015510402,0.007661666,14.59083106,0.627052833,55.10557766,1.906842343,0.375505858,63.79187966,2.395131628,1.341206749,0.366488804,0.098040753,5.30E-11,0.000293081,33277.15088,2.607069378,2.79E-08,-598598.0736,0.966225706,0.023408199,0.436376945,0.132880011
LHC0111,0.010081139,0.846523195,5.31172152,1.383682786,2.966084733,0.841652077,0.853575843,0.993697473,0.018272499,0.007707155,17.57292839,0.819043017,86.83973725,1.364161342,0.087311492,46.64851969,1.930219748,1.240672538,0.816169319,0.092179054,7.08E-11,0.000752111,13701.16588,2.861994165,3.38E-08,-335364.2013,0.97544614,0.015918952,0.450128621,0.180007815
LHC0112,0.015282568,1.51902093,6.209588268,1.000052973,5.370961915,1.130948501,0.825438875,1.472185241,0.0153871,0.013957323,44.76041985,0.793331491,42.3232901,1.01287079,0.331224736,60.87073513,2.750111711,1.540481863,0.647112174,0.144045591,1.17E-10,0.000238186,14251.47852,3.470217706,1.03E-08,-316568.0069,0.94935904,0.050919999,0.471369422,0.133843107
LHC0113,0.019127769,2.499341185,2.776552327,1.516066359,3.153983571,1.046597639,1.02937412,0.917149131,0.020506611,0.008835034,48.14897637,0.851816343,48.64945143,1.856133645,0.232093418,71.05426406,2.420172612,1.664674737,0.994047474,0.076744449,5.39E-11,0.001016099,4880.323417,3.088885351,2.59E-08,-663547.0038,0.964372166,0.060894136,0.357007385,0.169193121
LHC0114,0.016036008,2.210232423,1.371773144,1.559424158,6.817152644,0.820349007,1.019132636,1.460541097,0.01115653,0.019265964,56.07344396,0.821198075,48.19488462,1.195696381,0.428914981,50.3224727,2.275141615,1.268848165,0.600913513,0.117539316,3.00E-11,0.000569891,41570.41803,2.114884651,1.31E-08,-383564.1827,0.939291112,0.099383053,0.098623133,0.234878416
LHC0115,0.010022917,4.24538427,3.67379748,0.632583369,1.721453719,1.041808359,1.192005373,0.502331049,0.016705894,0.014383104,44.89760683,0.575323319,77.98708494,1.121135499,0.163477117,55.31042472,2.11003356,1.580702687,0.787429503,0.101712741,1.71E-10,0.000767006,1738.706936,1.739630304,3.47E-08,-783713.9887,0.940831308,0.038018045,0.344409271,0.213590911
LHC0116,0.017802832,2.683517877,7.243641369,0.308075706,6.269172785,0.845029391,0.832988379,1.055974307,0.010589845,0.006593722,20.049544,0.878162205,82.58546445,1.172726198,0.120979849,74.99960765,2.433220597,1.225538177,0.72367288,0.143495359,2.16E-10,0.000318158,21025.55879,1.972088569,3.24E-08,-565941.7979,0.910031691,0.044687435,0.046723464,0.225846154
LHC0117,0.014858491,4.589153845,4.420216612,0.983604586,8.516400202,1.162347506,1.191314611,0.518660893,0.011118225,0.013079913,35.66235325,0.999251381,51.4603245,1.221427725,0.172733431,57.15535978,2.507056776,1.258022269,0.794016606,0.114892724,4.64E-11,0.000331899,44907.77011,4.084582435,7.03E-09,-282778.1231,0.922832905,0.055840427,0.223665247,0.144541091
LHC0118,0.017476104,3.925416822,7.532942925,1.561619726,5.847184758,0.863597142,1.027210355,0.842491649,0.012539468,0.015407149,18.13008609,0.953763106,50.86627884,1.233457469,0.454528841,69.66214633,2.350055051,1.790398451,0.713388818,0.079571974,2.34E-10,0.000517511,19345.55362,3.259091948,1.77E-08,-398384.7165,0.915890502,0.021775044,0.190588378,0.160514931
LHC0119,0.011258481,0.878733881,0.748981365,0.767410623,1.40986231,0.858397366,1.148516678,0.953825996,0.014296337,0.017731582,37.10183774,0.932351717,119.4469522,1.26241702,0.356300948,67.25491138,2.082515292,1.525432217,0.620967248,0.001854954,2.05E-10,0.000489152,18886.35132,2.780299009,1.11E-08,-603838.3881,0.918180299,0.040879398,0.054140694,0.225095686
LHC0120,0.013542954,0.475873592,8.779822972,1.81471035,5.096782086,0.838105785,0.923681192,1.263329098,0.012685321,0.009023435,10.41184171,0.947055715,40.01856505,1.197924589,0.217441301,71.18566545,2.3662824,1.589868066,0.982686841,0.048957019,2.51E-11,0.000687414,15486.92067,1.592267566,2.27E-08,-296842.2808,0.965665684,0.074643417,0.325409353,0.245561128
LHC0121,0.014746321,1.632854204,7.554811329,0.222344408,8.100601389,0.916401693,0.975447082,0.579814638,0.018172357,0.009515311,52.83741644,0.724538278,105.8706817,1.849514497,0.178283185,45.69304438,1.988887596,1.217784578,0.812439792,0.01472802,4.37E-11,0.000801135,26119.75813,2.857336647,3.26E-08,-384388.0648,0.965013781,0.007460144,0.435629595,0.157410168
LHC0122,0.018317928,3.471537066,1.926053529,0.094666293,3.760421684,1.192929533,0.866345437,0.733354835,0.011219083,0.013143374,14.21642126,0.981999617,99.8467647,1.895101454,0.187887926,64.04197924,1.860292758,1.4936454,0.537685386,0.066504277,2.35E-10,0.000542786,16221.28758,3.544863278,1.34E-08,-364227.751,0.962981432,0.081827908,0.294268208,0.088158833
LHC0123,0.019618149,1.848900951,4.868434649,0.478325395,0.387825071,0.809506683,0.897673194,0.742031794,0.010502645,0.00569217,20.47042983,0.766806441,71.23753656,1.859542225,0.069366684,59.83195541,2.399931809,1.448789059,0.350777871,0.01175433,1.29E-10,0.000222517,8795.360616,2.070868294,5.54E-09,-708606.0454,0.959066071,0.023073326,0.273356925,0.05234851
LHC0124,0.012912033,1.072719577,8.733402379,1.418720566,9.680380105,0.979140019,1.021285402,0.907206053,0.015688257,0.019219473,26.87294849,0.964024089,98.14140755,1.996930093,0.354939915,52.43681626,2.187422467,1.666826416,0.519165651,0.084058738,6.17E-11,0.000915422,17766.28044,2.188698164,1.67E-08,-428426.3484,0.941720613,0.026760596,0.131898251,0.236847427
LHC0125,0.010350584,1.035520702,9.614418742,0.397224052,9.001297379,1.180817892,1.183951758,1.286532012,0.010057637,0.012268604,51.32135513,0.685387709,106.880091,1.959725645,0.406717231,66.98646941,2.240112307,1.284562173,0.699070377,0.028608759,4.29E-11,0.000949958,24434.98094,3.370401589,3.77E-08,-747366.4127,0.949600632,0.000689925,0.394412193,0.190909923
LHC0126,0.010553246,3.448759235,0.489266239,0.298353966,1.864711118,1.19883064,0.956128984,1.175785516,0.015815836,0.006816146,23.93042873,0.943813677,103.5633431,1.967754295,0.224015237,63.85974523,2.707200142,1.637849795,0.606088402,0.086819204,1.57E-10,0.000668463,4778.77906,2.435324261,5.23E-09,-492601.4259,0.922491296,0.058538911,0.306954942,0.099271961
LHC0127,0.01434383,2.441374703,0.129717204,1.00623419,9.189029461,1.153785741,0.814843032,1.231140849,0.015746264,0.009903076,31.70355191,0.596278019,117.7382454,1.015248548,0.358506051,53.25656365,2.717006821,1.651564784,0.652766554,0.022718248,3.08E-11,0.000980803,36435.28706,2.738366386,2.44E-08,-696775.0666,0.892180339,0.091041386,0.234356064,0.182321419
LHC0128,0.011671517,2.862774102,3.549467742,1.200836163,8.403491258,0.874784086,1.186489346,0.750135336,0.012114738,0.00858433,34.05138878,0.524980148,60.58994885,1.314500879,0.049787039,70.12162806,2.474079501,1.655801733,0.307991294,0.148083755,6.39E-11,0.000393052,39085.95086,3.063122158,1.65E-08,-324184.8836,0.926043529,0.062289361,0.104605564,0.075170828
LHC0129,0.016798433,1.600881771,9.420183678,1.772776298,2.254430785,0.897044039,0.892831042,1.436037709,0.017454235,0.016567441,11.40096151,0.737808902,114.1518035,1.962953249,0.126455271,61.44166924,1.915979791,1.236231673,0.487550286,0.114364947,1.89E-10,0.000718604,8884.68681,2.423225933,2.07E-08,-766415.2797,0.930595629,0.030612937,0.128293864,0.100268419
LHC0130,0.01614581,2.34970014,8.562183058,1.387436551,9.968475225,0.935815812,1.00389017,1.316275548,0.020416748,0.005807065,26.6146554,0.883134669,96.8111893,1.089914128,0.242631719,73.55479186,2.097843908,1.513074109,0.415976941,0.115540925,1.24E-10,0.000334482,5177.340554,3.664950847,1.39E-08,-702553.7134,0.959921293,0.081590234,0.146005316,0.178666765
LHC0131,0.014001945,4.376610098,8.604456348,1.34771382,5.598839553,0.983842754,1.161573561,1.326313136,0.011685922,0.010997692,17.24206947,0.503989204,111.3796644,1.038648395,0.495447315,68.60349099,2.235712181,1.71755999,0.940545629,0.129024468,1.12E-10,0.000781051,49468.61158,3.46495582,2.70E-08,-489122.746,0.895788264,0.098974853,0.17272551,0.168778072
LHC0132,0.012845311,4.072128294,1.645198028,1.984650123,9.493738312,1.143386876,1.184248456,1.357078545,0.01229626,0.009321547,47.07590677,0.64293319,117.1845024,1.643837079,0.045145649,58.76186576,2.120342843,1.52290792,0.729946354,0.133342115,1.03E-10,0.001072556,9198.51591,3.379890474,3.68E-08,-559581.1755,0.894200409,0.027897558,0.119248969,0.219575631
LHC0133,0.017320319,2.827459291,9.669150399,1.420447798,0.314668216,1.036625459,1.024798749,0.940343876,0.019752144,0.017838906,50.73909546,0.533768481,56.88159309,1.917957641,0.371330493,41.64595778,2.673477151,1.703411899,0.97378319,0.07160718,2.22E-10,0.00103472,46746.94639,1.561701227,8.55E-09,-506047.143,0.947986252,0.086415054,0.349417842,0.214154529
LHC0134,0.01402559,3.703179629,4.880180191,1.59597455,2.369811409,1.186052122,1.035329377,0.827468359,0.016040246,0.012697362,40.08723042,0.922684722,80.26987457,1.817284741,0.259865533,60.91962659,2.585689311,1.459184572,0.887623677,0.137781839,2.47E-10,0.000558563,21306.89151,3.874692186,5.37E-09,-289881.2789,0.946630023,0.057445787,0.353073163,0.089952736
LHC0135,0.0172277,1.920310447,4.910472974,1.234395183,2.555396776,0.866219037,0.972471517,0.589768625,0.013944411,0.019760014,21.00782601,0.731170449,43.25159954,1.389999603,0.373467115,73.13069039,2.612540787,1.752375527,0.242167507,0.02232618,2.18E-10,0.000683287,46020.49958,2.915724239,2.86E-08,-311798.7322,0.910712982,0.007742754,0.019567221,0.124193326
LHC0136,0.016888115,2.837429521,2.19375899,0.422172526,2.801747691,1.144234603,1.074019812,1.120441856,0.015857927,0.005193301,14.64222818,0.731381411,119.2207891,1.791752058,0.080752096,46.03149537,2.571955623,1.219752495,0.781590558,0.082957928,2.23E-10,0.000923445,22728.63215,3.275678495,8.43E-09,-308543.6951,0.947175031,0.076679267,0.026599772,0.109029996
LHC0137,0.015690722,0.241001962,9.316952773,1.235287319,9.521776051,1.096445284,1.158680382,0.694253326,0.012499802,0.016996033,52.26578971,0.75146605,106.6979672,1.44835253,0.396689343,46.3283736,2.485036806,1.698893841,0.295414148,0.110638816,2.04E-10,0.000599367,27924.87117,1.603665773,3.25E-08,-786990.216,0.943206315,0.021299371,0.463765088,0.24064561
LHC0138,0.010818475,0.730263621,6.852063301,0.156880553,3.938360174,1.173297634,1.135695913,1.068985894,0.01324428,0.019314941,10.71111754,0.607200072,92.65328516,1.679774857,0.093428147,72.15988754,2.621881418,1.518727763,0.29282295,0.012656539,9.89E-11,0.000634684,25576.28226,3.269710229,1.95E-08,-646082.1479,0.919523887,0.062470171,0.222622798,0.105570657
LHC0139,0.017143242,4.640876173,8.081950956,1.032340906,6.786372582,0.989420356,1.092706004,1.465633468,0.012708461,0.012453873,33.80471877,0.640088222,101.6309491,1.325812801,0.486141194,74.8640229,2.499385857,1.766421949,0.743531692,0.061674775,4.80E-11,0.000738198,44548.06212,2.290241342,1.86E-08,-509339.6911,0.914992984,0.029946553,0.404309396,0.097693272
LHC0140,0.011985038,4.834176805,5.07950285,1.171568544,0.054311687,1.074526255,0.854495714,1.377844793,0.012218933,0.018916858,29.8214845,0.638609921,66.13130165,1.211665081,0.40142938,41.41098224,2.756691772,1.350716085,0.300980262,0.018123767,2.96E-11,0.001008258,22125.92104,3.265263457,1.03E-08,-594241.3645,0.973902364,0.05956093,0.118895949,0.078681433
LHC0141,0.011461962,0.650449893,3.329406108,0.359215053,1.784702736,0.978960688,1.050888355,1.421293509,0.01161637,0.015595399,30.56994792,0.613141872,83.49868328,1.118506133,0.283125032,58.17044553,2.151153728,1.639788332,0.558872535,0.009822828,1.43E-10,0.001018245,11953.86433,3.480314165,1.70E-08,-596530.5191,0.968122333,0.076120812,0.267622187,0.215659041
LHC0142,0.014124264,1.235860646,4.724213499,0.1064234,0.816701575,1.033194978,1.108282032,0.753807329,0.01492205,0.005783852,44.56857728,0.717799098,84.27174475,1.002552076,0.156778646,43.7514476,2.428439811,1.715183571,0.776493241,0.045955605,1.59E-10,0.000936642,28652.64188,2.956410864,1.05E-08,-278890.5564,0.917355114,0.08702199,0.350723892,0.112291329
LHC0143,0.015857323,4.547177717,2.421088889,1.286938211,2.771004855,0.955602748,1.039329796,1.2720806,0.012015689,0.011476705,56.62967593,0.870550162,57.71759423,1.052317031,0.346930415,42.68364026,2.461254422,1.248260025,0.920016409,0.110516076,1.88E-10,0.000346539,1604.647653,2.94378783,2.87E-08,-695590.2529,0.971179808,0.019506737,0.498740306,0.191341308
